! LIRICAL TSV Output (2.4.0)
! Sample: subject
! Observed HPO terms:
!  Aortic regurgitation <a href="https://hpo.jax.org/app/browse/term/HP:0001659">HP:0001659</a>
!  Arachnodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0001166">HP:0001166</a>
!  Bifid uvula <a href="https://hpo.jax.org/app/browse/term/HP:0000193">HP:0000193</a>
!  Camptodactyly <a href="https://hpo.jax.org/app/browse/term/HP:0012385">HP:0012385</a>
!  Dilatation of the sinus of Valsalva <a href="https://hpo.jax.org/app/browse/term/HP:0011645">HP:0011645</a>
!  Malar flattening <a href="https://hpo.jax.org/app/browse/term/HP:0000272">HP:0000272</a>
!  Micrognathia <a href="https://hpo.jax.org/app/browse/term/HP:0000347">HP:0000347</a>
!  Patent foramen ovale <a href="https://hpo.jax.org/app/browse/term/HP:0001655">HP:0001655</a>
!  Pectus carinatum <a href="https://hpo.jax.org/app/browse/term/HP:0000768">HP:0000768</a>
!  Pulmonary artery dilatation <a href="https://hpo.jax.org/app/browse/term/HP:0004927">HP:0004927</a>
!  Scoliosis <a href="https://hpo.jax.org/app/browse/term/HP:0002650">HP:0002650</a>
!  Tricuspid valve prolapse <a href="https://hpo.jax.org/app/browse/term/HP:0001704">HP:0001704</a>
rank	diseaseName	diseaseCurie	pretestprob	posttestprob	compositeLR
7,781	Inosine triphosphatase deficiency	OMIM:613850	1/8661	0.00%	-24
7,782	Episodic ataxia, type 5	OMIM:613855	1/8661	0.00%	-24
7,783	Achromatopsia 4	OMIM:613856	1/8661	0.00%	-24
7,784	Amelogenesis imperfecta, hypomaturation type, iia2	OMIM:612529	1/8661	0.00%	-24
7,785	Thrombocythemia 2	OMIM:601977	1/8661	0.00%	-24
7,786	KURU, SUSCEPTIBILITY TO	OMIM:245300	1/8661	0.00%	-24
7,787	Perifolliculitis capitis abscedens et suffodiens, familial	OMIM:260910	1/8661	0.00%	-24
7,788	Retinitis pigmentosa 38	OMIM:613862	1/8661	0.00%	-24
7,789	Retinitis pigmentosa 59	OMIM:613861	1/8661	0.00%	-24
7,790	Generalized epilepsy with febrile seizures plus, type 7	OMIM:613863	1/8661	0.00%	-24
7,791	Deafness, autosomal recessive 61	OMIM:613865	1/8661	0.00%	-24
7,792	Spondyloepiphyseal dysplasia tarda, autosomal recessive	OMIM:271600	1/8661	0.00%	-24
7,793	Synovial chondromatosis, familial, with dwarfism	OMIM:186575	1/8661	0.00%	-24
7,794	Enuresis, nocturnal, 1	OMIM:600631	1/8661	0.00%	-24
7,795	Cardiomyopathy, familial hypertrophic, 18	OMIM:613874	1/8661	0.00%	-24
7,796	Cardiomyopathy, familial hypertrophic, 20	OMIM:613876	1/8661	0.00%	-24
7,797	Keratosis linearis with ichthyosis congenita and sclerosing keratoderma	OMIM:601952	1/8661	0.00%	-24
7,798	Cone-Rod dystrophy 1	OMIM:600624	1/8661	0.00%	-24
7,799	Elastosis perforans serpiginosa	OMIM:130100	1/8661	0.00%	-24
7,800	Loose anagen hair syndrome	OMIM:600628	1/8661	0.00%	-24
7,801	Hypomagnesemia 6, renal	OMIM:613882	1/8661	0.00%	-24
7,802	Focal segmental glomerulosclerosis 4, susceptibility to	OMIM:612551	1/8661	0.00%	-24
7,803	Ovarian dysgenesis 1	OMIM:233300	1/8661	0.00%	-24
7,804	Breast-Ovarian cancer, familial, susceptibility to, 2	OMIM:612555	1/8661	0.00%	-24
7,805	Cataract, autosomal recessive congenital 4	OMIM:613887	1/8661	0.00%	-24
7,806	Diabetes mellitus, insulin-dependent, 6	OMIM:601941	1/8661	0.00%	-24
7,807	Diabetes mellitus, insulin-dependent, 10	OMIM:601942	1/8661	0.00%	-24
7,808	Peripheral neuropathy, ataxia, focal necrotizing encephalopathy, and	OMIM:260970	1/8661	0.00%	-24
7,809	Dibasic amino aciduria I	OMIM:222690	1/8661	0.00%	-24
7,810	Diamond-Blackfan anemia 8	OMIM:612563	1/8661	0.00%	-24
7,811	Spermatogenic failure, Y-linked, 1	OMIM:400042	1/8661	0.00%	-24
7,812	DEAFNESS, Y-LINKED 1	OMIM:400043	1/8661	0.00%	-24
7,813	XY sex reversal 1	OMIM:400044	1/8661	0.00%	-24
7,814	XX sex reversal 1	OMIM:400045	1/8661	0.00%	-24
7,815	Spermatogenic failure, X-linked 2	OMIM:309120	1/8661	0.00%	-24
7,816	DEAFNESS, Y-LINKED 2	OMIM:400047	1/8661	0.00%	-24
7,817	Pyruvate dehydrogenase E2 deficiency	OMIM:245348	1/8661	0.00%	-24
7,818	Erythrocyte lactate transporter defect	OMIM:245340	1/8661	0.00%	-24
7,819	Cylindromatosis, familial	OMIM:132700	1/8661	0.00%	-24
7,820	Retinitis pigmentosa 46	OMIM:612572	1/8661	0.00%	-24
7,821	Striae distensae, familial	OMIM:185200	1/8661	0.00%	-24
7,822	Intellectual developmental disorder, autosomal dominant 3	OMIM:612580	1/8661	0.00%	-24
7,823	Corneal dystrophy, endothelial, X-linked	OMIM:300779	1/8661	0.00%	-24
7,824	Spastic paraplegia 32, autosomal recessive	OMIM:611252	1/8661	0.00%	-24
7,825	Renal cell carcinoma, nonpapillary	OMIM:144700	1/8661	0.00%	-24
7,826	Macular dystrophy, X-linked	OMIM:309100	1/8661	0.00%	-24
7,827	Centralopathic epilepsy	OMIM:117100	1/8661	0.00%	-24
7,828	Colorectal cancer, susceptibility to, 10	OMIM:612591	1/8661	0.00%	-24
7,829	Cryptorchidism, unilateral or bilateral	OMIM:219050	1/8661	0.00%	-24
7,830	AMOBARBITAL, DEFICIENT N-HYDROXYLATION OF	OMIM:204800	1/8661	0.00%	-24
7,831	Facial paresis, hereditary congenital, 2	OMIM:604185	1/8661	0.00%	-24
7,832	Atrioventricular dissociation	OMIM:209600	1/8661	0.00%	-24
7,833	Glaucoma 1, open angle, H	OMIM:611276	1/8661	0.00%	-24
7,834	Pityriasis rubra pilaris	OMIM:173200	1/8661	0.00%	-24
7,835	Porokeratosis punctata palmaris et plantaris	OMIM:175860	1/8661	0.00%	-24
7,836	Gilles de la tourette syndrome	OMIM:137580	1/8661	0.00%	-24
7,837	Periodic fever, immunodeficiency, and thrombocytopenia syndrome	OMIM:150550	1/8661	0.00%	-24
7,838	Isobutyryl-CoA dehydrogenase deficiency	OMIM:611283	1/8661	0.00%	-24
7,839	Dystonia, focal, task-specific	OMIM:611284	1/8661	0.00%	-24
7,840	Thyrotropin-Releasing hormone deficiency	OMIM:275120	1/8661	0.00%	-24
7,841	Hirschsprung disease with type D brachydactyly	OMIM:306980	1/8661	0.00%	-24
7,842	Methylmalonyl-Coa epimerase deficiency	OMIM:251120	1/8661	0.00%	-24
7,843	Cholestasis, benign recurrent intrahepatic, 2	OMIM:605479	1/8661	0.00%	-24
7,844	Fundus dystrophy, pseudoinflammatory, recessive form	OMIM:264420	1/8661	0.00%	-24
7,845	Porokeratosis plantaris, palmaris, et disseminata	OMIM:175850	1/8661	0.00%	-24
7,846	Methylmalonic aciduria, vitamin B12-responsive, cblB type	OMIM:251110	1/8661	0.00%	-24
7,847	Usher syndrome, type IIC	OMIM:605472	1/8661	0.00%	-24
7,848	Bleeding disorder, platelet-type, 16	OMIM:187800	1/8661	0.00%	-24
7,849	Hemopoietic proliferation	OMIM:306930	1/8661	0.00%	-24
7,850	Blepharospasm, benign essential, susceptibility to	OMIM:606798	1/8661	0.00%	-24
7,851	Keratoendotheliitis fugax hereditaria	OMIM:148200	1/8661	0.00%	-24
7,852	ALPHA-THALASSEMIA	OMIM:604131	1/8661	0.00%	-24
7,853	Basal cell carcinoma, susceptibility to, 1	OMIM:605462	1/8661	0.00%	-24
7,854	Wernicke-Korsakoff syndrome	OMIM:277730	1/8661	0.00%	-24
7,855	Epidermolysis bullosa pruriginosa	OMIM:604129	1/8661	0.00%	-24
7,856	Ascites, chylous	OMIM:208300	1/8661	0.00%	-24
7,857	Cerebellar ataxia, deafness, and narcolepsy, autosomal dominant	OMIM:604121	1/8661	0.00%	-24
7,858	DERMATOGLYPHICS--ARCH ON ANY DIGIT	OMIM:125570	1/8661	0.00%	-24
7,859	Crigler-Najjar syndrome, type II	OMIM:606785	1/8661	0.00%	-24
7,860	Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia	OMIM:618718	1/8661	0.00%	-24
7,861	Noduli cutanei, multiple, with urinary tract abnormalities	OMIM:163850	1/8661	0.00%	-24
7,862	Vohwinkel syndrome, variant form	OMIM:604117	1/8661	0.00%	-24
7,863	Deafness, conductive, with malformed external ear	OMIM:221300	1/8661	0.00%	-24
7,864	GLUT1 deficiency syndrome 1, infantile onset, severe	OMIM:606777	1/8661	0.00%	-24
7,865	Cone-rod dystrophy 3	OMIM:604116	1/8661	0.00%	-24
7,866	Anosmia for isobutyric acid	OMIM:207000	1/8661	0.00%	-24
7,867	Epileptic encephalopathy, early infantile, 82	OMIM:618721	1/8661	0.00%	-24
7,868	Premature ovarian failure 16	OMIM:618723	1/8661	0.00%	-24
7,869	Spermatogenic failure 3	OMIM:606766	1/8661	0.00%	-24
7,870	DERMATOGLYPHICS--FINGERPRINT PATTERN	OMIM:125590	1/8661	0.00%	-24
7,871	Neurodevelopmental disorder with microcephaly, cortical malformations, and spasticity	OMIM:618730	1/8661	0.00%	-24
7,872	Porokeratosis 1, multiple types	OMIM:175800	1/8661	0.00%	-24
7,873	Appendicitis, proneness to	OMIM:107700	1/8661	0.00%	-24
7,874	Hyperinsulinemic hypoglycemia, familial, 6	OMIM:606762	1/8661	0.00%	-24
7,875	Radioulnar synostosis with amegakaryocytic thrombocytopenia	OMIM:605432	1/8661	0.00%	-24
7,876	Diamond-Blackfan anemia 17	OMIM:617409	1/8661	0.00%	-24
7,877	Dermatopathia pigmentosa reticularis	OMIM:125595	1/8661	0.00%	-24
7,878	HYPOASCORBEMIA	OMIM:240400	1/8661	0.00%	-24
7,879	Attention deficit-hyperactivity disorder 8	OMIM:619957	1/8661	0.00%	-24
7,880	Spinocerebellar ataxia 51	OMIM:620947	1/8661	0.00%	-24
7,881	Rothmund-thomson syndrome, type 1	OMIM:618625	1/8661	0.00%	-24
7,882	Brachydactyly-Nystagmus-Cerebellar ataxia	OMIM:113400	1/8661	0.00%	-24
7,883	Usher syndrome, type 1M	OMIM:618632	1/8661	0.00%	-24
7,884	Intellectual developmental disorder, X-linked 97	OMIM:300803	1/8661	0.00%	-24
7,885	Intellectual developmental disorder, X-linked 96	OMIM:300802	1/8661	0.00%	-24
7,886	Alexander disease	OMIM:203450	1/8661	0.00%	-24
7,887	Retinitis pigmentosa 77	OMIM:617304	1/8661	0.00%	-24
7,888	Foveal hypoplasia 3	OMIM:620958	1/8661	0.00%	-24
7,889	Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures	OMIM:619964	1/8661	0.00%	-24
7,890	Bile acid synthesis defect, congenital, 6	OMIM:617308	1/8661	0.00%	-24
7,891	Homocystinuria-megaloblastic anemia, cblD type	OMIM:620952	1/8661	0.00%	-24
7,892	Encephalopathy, acute transient	OMIM:620950	1/8661	0.00%	-24
7,893	Radial ray hypoplasia with choanal atresia	OMIM:179270	1/8661	0.00%	-24
7,894	Infantile liver failure syndrome 3	OMIM:618641	1/8661	0.00%	-24
7,895	Spermatogenic failure 39	OMIM:618643	1/8661	0.00%	-24
7,896	Developmental and epileptic encephalopathy 104	OMIM:619970	1/8661	0.00%	-24
7,897	Microphthalmia/coloboma 13	OMIM:620968	1/8661	0.00%	-24
7,898	Lipoma of the conjunctiva	OMIM:151700	1/8661	0.00%	-24
7,899	Anterior segment dysgenesis 6, multiple subtypes	OMIM:617315	1/8661	0.00%	-24
7,900	Anemia, congenital dyserythropoietic, type IVb	OMIM:620969	1/8661	0.00%	-24
7,901	Tumor predisposition syndrome 2	OMIM:619975	1/8661	0.00%	-24
7,902	Anterior segment dysgenesis 8	OMIM:617319	1/8661	0.00%	-24
7,903	Diencephalic-mesencephalic junction dysplasia syndrome 2	OMIM:618646	1/8661	0.00%	-24
7,904	Macular dystrophy, retinal, 4	OMIM:619977	1/8661	0.00%	-24
7,905	Dentin dysplasia, type II	OMIM:125420	1/8661	0.00%	-24
7,906	Radial hypoplasia, triphalangeal thumbs, hypospadias, and maxillarydiastema	OMIM:179250	1/8661	0.00%	-24
7,907	Peeling skin syndrome 4	OMIM:607936	1/8661	0.00%	-24
7,908	Developmental and epileptic encephalopathy 105 with hypopituitarism	OMIM:619983	1/8661	0.00%	-24
7,909	Glycosylphosphatidylinositol biosynthesis defect 25	OMIM:619985	1/8661	0.00%	-24
7,910	Intellectual developmental disorder, autosomal recessive 59	OMIM:617323	1/8661	0.00%	-24
7,911	Ichthyosis, congenital, autosomal recessive 12	OMIM:617320	1/8661	0.00%	-24
7,912	Adrenal hypoplasia, congenital, with absent pituitary luteinizinghormone	OMIM:202150	1/8661	0.00%	-24
7,913	Leukodystrophy, hypomyelinating, 28 	OMIM:620978	1/8661	0.00%	-24
7,914	Immunodeficiency 107, susceptibility to invasive staphylococcus aureus infection	OMIM:619986	1/8661	0.00%	-24
7,915	Danubian endemic familial nephropathy	OMIM:124100	1/8661	0.00%	-24
7,916	Chorea, benign familial	OMIM:215450	1/8661	0.00%	-24
7,917	Retinopathy, pericentral pigmentary, dominant	OMIM:180210	1/8661	0.00%	-24
7,918	Retinitis pigmentosa 30	OMIM:607921	1/8661	0.00%	-24
7,919	Diarrhea 11, malabsorptive, congenital	OMIM:618662	1/8661	0.00%	-24
7,920	MEDULLOBLASTOMA	OMIM:155255	1/8661	0.00%	-24
7,921	Spermatogenic failure 40	OMIM:618664	1/8661	0.00%	-24
7,922	Focal segmental glomerulosclerosis 7	OMIM:616002	1/8661	0.00%	-24
7,923	Breasts and/or nipples, aplasia or hypoplasia of, 2	OMIM:616001	1/8661	0.00%	-24
7,924	Hemolytic anemia due to glutathione reductase deficiency	OMIM:618660	1/8661	0.00%	-24
7,925	Congenital dysfibrinogenemia	OMIM:616004	1/8661	0.00%	-24
7,926	Hydrocephalus, congenital communicating, 1	OMIM:618667	1/8661	0.00%	-24
7,927	Bronchiectasis and nasal polyposis	OMIM:620984	1/8661	0.00%	-24
7,928	Immunodeficiency 128 	OMIM:620983	1/8661	0.00%	-24
7,929	Methylmalonic aciduria, vitamin B12-responsive, cblA type	OMIM:251100	1/8661	0.00%	-24
7,930	Thyroid carcinoma, familial medullary	OMIM:155240	1/8661	0.00%	-24
7,931	Waardenburg syndrome, type 2A	OMIM:193510	1/8661	0.00%	-24
7,932	Spermatogenic failure 41	OMIM:618670	1/8661	0.00%	-24
7,933	Hyperparathyroidism 4	OMIM:617343	1/8661	0.00%	-24
7,934	Basal laminar drusen	OMIM:126700	1/8661	0.00%	-24
7,935	Fibromatosis, gingival 6 	OMIM:620999	1/8661	0.00%	-24
7,936	Cortical dysplasia, complex, with other brain malformations 10	OMIM:618677	1/8661	0.00%	-24
7,937	Retinitis pigmentosa 98	OMIM:620996	1/8661	0.00%	-24
7,938	Genitourinary tract anomalies	OMIM:305690	1/8661	0.00%	-24
7,939	Pancreatic agenesis 3	OMIM:620991	1/8661	0.00%	-24
7,940	ACTH-independent macronodular adrenal hyperplasia 3	OMIM:620990	1/8661	0.00%	-24
7,941	Radial heads, posterior dislocation of	OMIM:179200	1/8661	0.00%	-24
7,942	Epileptic encephalopathy, early infantile, 52	OMIM:617350	1/8661	0.00%	-24
7,943	Intellectual developmental disorder with short stature and behavioral abnormalities	OMIM:618687	1/8661	0.00%	-24
7,944	Pancreatic cancer, susceptibility to, 5	OMIM:618680	1/8661	0.00%	-24
7,945	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6	OMIM:618683	1/8661	0.00%	-24
7,946	Fanconi renotubular syndrome 4 with maturity-onset diabetes of the young	OMIM:616026	1/8661	0.00%	-24
7,947	Leukodystrophy, hypomyelinating, 19, transient infantile	OMIM:618688	1/8661	0.00%	-24
7,948	Focal segmental glomerulosclerosis 8	OMIM:616032	1/8661	0.00%	-24
7,949	Retinitis pigmentosa 87 with choroidal involvement	OMIM:618697	1/8661	0.00%	-24
7,950	Hypogonadotropic hypogonadism 22 with or without anosmia	OMIM:616030	1/8661	0.00%	-24
7,951	,4-dienoyl-CoA reductase deficiency	OMIM:616034	1/8661	0.00%	-24
7,952	Charcot-Marie-Tooth disease, recessive intermediate D	OMIM:616039	1/8661	0.00%	-24
7,953	Maturity-onset diabetes of the young, type III	OMIM:600496	1/8661	0.00%	-24
7,954	Deafness, autosomal recessive 103	OMIM:616042	1/8661	0.00%	-24
7,955	Deafness, autosomal dominant 65	OMIM:616044	1/8661	0.00%	-24
7,956	Pachyonychia congenita, type 1	OMIM:167200	1/8661	0.00%	-24
7,957	Major affective disorder 2	OMIM:309200	1/8661	0.00%	-24
7,958	Spinocerebellar ataxia 40	OMIM:616053	1/8661	0.00%	-24
7,959	Hyperphenylalaninemia, MILD, non-bh4-deficient	OMIM:617384	1/8661	0.00%	-24
7,960	Mediosternal depigmentation line	OMIM:155200	1/8661	0.00%	-24
7,961	Avascular necrosis of femoral head, primary, 2	OMIM:617383	1/8661	0.00%	-24
7,962	Epileptic encephalopathy, early infantile, 53	OMIM:617389	1/8661	0.00%	-24
7,963	Autoinflammation with arthritis and dyskeratosis	OMIM:617388	1/8661	0.00%	-24
7,964	Developmental and epileptic encephalopathy 26	OMIM:616056	1/8661	0.00%	-24
7,965	Episodic ataxia, type 8	OMIM:616055	1/8661	0.00%	-24
7,966	Hypothyroidism, central, and testicular enlargement	OMIM:300888	1/8661	0.00%	-24
7,967	Mirror movements 3	OMIM:616059	1/8661	0.00%	-24
7,968	Pachyonychia congenita 2	OMIM:167210	1/8661	0.00%	-24
7,969	Amelogenesis imperfecta, hypomaturation type, iia1	OMIM:204700	1/8661	0.00%	-24
7,970	Schizophrenia	OMIM:181500	1/8661	0.00%	-24
7,971	Spastic paraplegia, optic atrophy, and dementia	OMIM:182830	1/8661	0.00%	-24
7,972	Autoimmune polyendocrine syndrome, type II	OMIM:269200	1/8661	0.00%	-24
7,973	Ectodermal dysplasia 13, Hair/tooth type	OMIM:617392	1/8661	0.00%	-24
7,974	Epileptic encephalopathy, early infantile, 54	OMIM:617391	1/8661	0.00%	-24
7,975	Renal cell carcinoma, xp11-associated	OMIM:300854	1/8661	0.00%	-24
7,976	Congenital disorder of glycosylation, type IIq	OMIM:617395	1/8661	0.00%	-24
7,977	Intellectual developmental disorder, X-linked 88	OMIM:300852	1/8661	0.00%	-24
7,978	Porokeratosis 8, disseminated superficial Actinic type	OMIM:616063	1/8661	0.00%	-24
7,979	Intellectual developmental disorder, X-linked 92	OMIM:300851	1/8661	0.00%	-24
7,980	Intellectual developmental disorder, X-linked syndromic 17	OMIM:300858	1/8661	0.00%	-24
7,981	Amyotrophic lateral sclerosis 15 with or without frontotemporal dementia	OMIM:300857	1/8661	0.00%	-24
7,982	,xy sex reversal 9	OMIM:616067	1/8661	0.00%	-24
7,983	Intellectual developmental disorder, X-linked 41	OMIM:300849	1/8661	0.00%	-24
7,984	Intellectual developmental disorder, X-linked 89	OMIM:300848	1/8661	0.00%	-24
7,985	Heimler syndrome 1	OMIM:234580	1/8661	0.00%	-24
7,986	Spastic paraplegia with associated extrapyramidal signs	OMIM:182800	1/8661	0.00%	-24
7,987	Coloboma-Obesity-Hypogenitalism-Impaired intellectual development syndrome	OMIM:601794	1/8661	0.00%	-24
7,988	Retinal dystrophy with inner retinal dysfunction and ganglion cell abnormalities	OMIM:616079	1/8661	0.00%	-24
7,989	Collagenosis, familial reactive perforating	OMIM:216700	1/8661	0.00%	-24
7,990	Retinitis pigmentosa 40	OMIM:613801	1/8661	0.00%	-24
7,991	Retinitis pigmentosa 39	OMIM:613809	1/8661	0.00%	-24
7,992	Splenoportal vascular anomalies	OMIM:271500	1/8661	0.00%	-24
7,993	Hypertrichosis, anterior cervical	OMIM:600457	1/8661	0.00%	-24
7,994	Autism, susceptibility to, X-linked 4	OMIM:300830	1/8661	0.00%	-24
7,995	Anemia, X-linked, with or without neutropenia and/or platelet abnormalities	OMIM:300835	1/8661	0.00%	-24
7,996	Macular degeneration, X-linked atrophic	OMIM:300834	1/8661	0.00%	-24
7,997	Endometriosis, susceptibility to, 1	OMIM:131200	1/8661	0.00%	-24
7,998	,xx sex reversal 3	OMIM:300833	1/8661	0.00%	-24
7,999	HAIRY EARS, Y-LINKED	OMIM:425500	1/8661	0.00%	-24
8,000	Alpha-aminoadipic and alpha-ketoadipic aciduria	OMIM:204750	1/8661	0.00%	-24
8,001	Retinitis pigmentosa 43	OMIM:613810	1/8661	0.00%	-24
8,002	Bile acid synthesis defect, congenital, 3	OMIM:613812	1/8661	0.00%	-24
8,003	Ceroid lipofuscinosis, neuronal, 6	OMIM:601780	1/8661	0.00%	-24
8,004	Cone-Rod dystrophy 6	OMIM:601777	1/8661	0.00%	-24
8,005	Night blindness, congenital stationary, type 1B	OMIM:257270	1/8661	0.00%	-24
8,006	Megaloblastic anemia, folate-responsive	OMIM:601775	1/8661	0.00%	-24
8,007	Bornholm eye disease	OMIM:300843	1/8661	0.00%	-24
8,008	Immunodeficiency 37	OMIM:616098	1/8661	0.00%	-24
8,009	Monocarboxylate transporter 1 deficiency	OMIM:616095	1/8661	0.00%	-24
8,010	NAIL LOW-SULFUR PROTEIN	OMIM:161080	1/8661	0.00%	-24
8,011	Palmoplantar keratoderma and woolly hair	OMIM:616099	1/8661	0.00%	-24
8,012	Nephronophthisis 12	OMIM:613820	1/8661	0.00%	-24
8,013	Nephronophthisis 9	OMIM:613824	1/8661	0.00%	-24
8,014	Complement component 9 deficiency	OMIM:613825	1/8661	0.00%	-24
8,015	Retinitis pigmentosa 48	OMIM:613827	1/8661	0.00%	-24
8,016	Leber congenital amaurosis 7	OMIM:613829	1/8661	0.00%	-24
8,017	Seizures, benign familial infantile, 1	OMIM:601764	1/8661	0.00%	-24
8,018	Metatarsus varus, type I	OMIM:156520	1/8661	0.00%	-24
8,019	Nystagmus 6, congenital, X-linked	OMIM:300814	1/8661	0.00%	-24
8,020	Sarcoma, synovial	OMIM:300813	1/8661	0.00%	-24
8,021	Thrombophilia, X-linked, due to factor IX defect	OMIM:300807	1/8661	0.00%	-24
8,022	Night blindness, congenital stationary, type 1D	OMIM:613830	1/8661	0.00%	-24
8,023	Leber congenital amaurosis 8	OMIM:613835	1/8661	0.00%	-24
8,024	Leber congenital amaurosis 11	OMIM:613837	1/8661	0.00%	-24
8,025	Megaloblastic anemia due to dihydrofolate reductase deficiency	OMIM:613839	1/8661	0.00%	-24
8,026	Storage pool platelet disease	OMIM:185050	1/8661	0.00%	-24
8,027	Adrenal hyperplasia, congenital, due to 17-alpha-hydroxylase deficiency	OMIM:202110	1/8661	0.00%	-24
8,028	Paroxysmal nocturnal hemoglobinuria	OMIM:300818	1/8661	0.00%	-24
8,029	Leber congenital amaurosis 15	OMIM:613843	1/8661	0.00%	-24
8,030	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis syndrome	OMIM:613845	1/8661	0.00%	-24
8,031	Wagner vitreoretinopathy	OMIM:143200	1/8661	0.00%	-24
8,032	Deafness and myopia	OMIM:221200	1/8661	0.00%	-24
8,033	Deafness, autosomal dominant nonsyndromic sensorineural 13	OMIM:601868	1/8661	0.00%	-24
8,034	Deafness, autosomal recessive 15	OMIM:601869	1/8661	0.00%	-24
8,035	Pentosuria	OMIM:260800	1/8661	0.00%	-24
8,036	Retinitis pigmentosa 4	OMIM:613731	1/8661	0.00%	-24
8,037	Acne inversa, familial, 2, with or without dowling-degos disease	OMIM:613736	1/8661	0.00%	-24
8,038	Sveinsson chorioretinal atrophy	OMIM:108985	1/8661	0.00%	-24
8,039	Acne inversa, familial, 3	OMIM:613737	1/8661	0.00%	-24
8,040	Apnea, obstructive sleep	OMIM:107650	1/8661	0.00%	-24
8,041	Keratitis, hereditary	OMIM:148190	1/8661	0.00%	-24
8,042	Adrenal insufficiency, congenital, with 46XY sex reversal, partial or complete	OMIM:613743	1/8661	0.00%	-24
8,043	Factor XI deficiency	OMIM:612416	1/8661	0.00%	-24
8,044	Apnea, central sleep	OMIM:107640	1/8661	0.00%	-24
8,045	Schizophrenia 3	OMIM:600511	1/8661	0.00%	-24
8,046	Epilepsy, familial temporal lobe, 1	OMIM:600512	1/8661	0.00%	-24
8,047	Glaucoma-Related pigment dispersion syndrome	OMIM:600510	1/8661	0.00%	-24
8,048	Microcoria, congenital	OMIM:156600	1/8661	0.00%	-24
8,049	Cholestasis, progressive familial intrahepatic 2	OMIM:601847	1/8661	0.00%	-24
8,050	Epilepsy, nocturnal frontal lobe, type 1	OMIM:600513	1/8661	0.00%	-24
8,051	Retinitis pigmentosa 27	OMIM:613750	1/8661	0.00%	-24
8,052	Hartnup disorder	OMIM:234500	1/8661	0.00%	-24
8,053	Histidinuria due to A renal tubular defect	OMIM:235830	1/8661	0.00%	-24
8,054	Prekallikrein deficiency	OMIM:612423	1/8661	0.00%	-24
8,055	Retinitis pigmentosa 49	OMIM:613756	1/8661	0.00%	-24
8,056	Retinitis pigmentosa 47	OMIM:613758	1/8661	0.00%	-24
8,057	Macular degeneration, age-related, 6	OMIM:613757	1/8661	0.00%	-24
8,058	ABCD syndrome	OMIM:600501	1/8661	0.00%	-24
8,059	Cataract 16, multiple types	OMIM:613763	1/8661	0.00%	-24
8,060	Deafness, autosomal dominant 27	OMIM:612431	1/8661	0.00%	-24
8,061	,xy sex reversal 6	OMIM:613762	1/8661	0.00%	-24
8,062	Deafness, sensorineural, and male infertility	OMIM:611102	1/8661	0.00%	-24
8,063	Cardiomyopathy, familial hypertrophic, 9	OMIM:613765	1/8661	0.00%	-24
8,064	Deafness, autosomal recessive 45	OMIM:612433	1/8661	0.00%	-24
8,065	Retinitis pigmentosa 45	OMIM:613767	1/8661	0.00%	-24
8,066	Retinitis pigmentosa 44	OMIM:613769	1/8661	0.00%	-24
8,067	Leukodystrophy, hypomyelinating, 6	OMIM:612438	1/8661	0.00%	-24
8,068	Epilepsy, progressive myoclonic 1B	OMIM:612437	1/8661	0.00%	-24
8,069	Atrial tachyarrhythmia with short pr interval	OMIM:108950	1/8661	0.00%	-24
8,070	Hyperinsulinemic hypoglycemia, familial, 2	OMIM:601820	1/8661	0.00%	-24
8,071	Strabismus, susceptibility to	OMIM:185100	1/8661	0.00%	-24
8,072	C6 deficiency	OMIM:612446	1/8661	0.00%	-24
8,073	Exudative vitreoretinopathy 4	OMIM:601813	1/8661	0.00%	-24
8,074	Complement component c1s deficiency	OMIM:613783	1/8661	0.00%	-24
8,075	Complement component 8 deficiency, type II	OMIM:613789	1/8661	0.00%	-24
8,076	Neurodegeneration with brain iron accumulation 5	OMIM:300894	1/8661	0.00%	-24
8,077	SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 3; SHEP3	OMIM:601800	1/8661	0.00%	-24
8,078	Complement component 8 deficiency, type I	OMIM:613790	1/8661	0.00%	-24
8,079	Obesity, susceptibility to, BMIQ14	OMIM:612460	1/8661	0.00%	-24
8,080	Retinitis pigmentosa 20	OMIM:613794	1/8661	0.00%	-24
8,081	Retinitis pigmentosa 37	OMIM:611131	1/8661	0.00%	-24
8,082	Blood group, cromer system	OMIM:613793	1/8661	0.00%	-24
8,083	Mycobacterial and viral infections, susceptibility to, autosomal recessive	OMIM:613796	1/8661	0.00%	-24
8,084	Pilomatrixoma, somatic	OMIM:132600	1/8661	0.00%	-24
8,085	Krabbe disease	OMIM:245200	1/8661	0.00%	-24
8,086	-methylglutaconic aciduria, type III	OMIM:258501	1/8661	0.00%	-24
8,087	Deafness, autosomal recessive 20	OMIM:604060	1/8661	0.00%	-24
8,088	Paroxysmal nonkinesigenic dyskinesia 2	OMIM:611147	1/8661	0.00%	-24
